"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","3.16",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.96",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","9839",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","1.07",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","0.62",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Duration","us","5.02",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","6.18",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","1.94",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","837.70",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","1.11",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","SpeedOfLight","","","","SOLBottleneck","OPT","This kernel grid is too small to fill the available resources on this device, resulting in only 0.03 full waves across all SMs. Look at Launch Statistics for more details.","",""
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","Scheduler Statistics","One or More Eligible","%","14.69",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","Scheduler Statistics","Issued Warp Per Scheduler","","0.15",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","Scheduler Statistics","No Eligible","%","85.31",
"0","1463432","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(32, 1, 1)","0","9.0","Scheduler Statistics","Active Warps Per Scheduler","warp","1.95",
