"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Kbyte","278.53"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","1.58"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","3.68"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","25"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","launch__occupancy_limit_registers","block","8"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","launch__occupancy_limit_shared_mem","block","28"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","launch__occupancy_limit_warps","block","8"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","69.88"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","3.01"
"0","2260137","python3.11","127.0.0.1","void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)","1","7","(32, 8, 1)","(64, 1, 1)","0","9.0","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","12.29"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Mbyte","21.25"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","Kbyte","4.61"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","45.76"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","9.70"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","0"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","launch__occupancy_limit_registers","block","1"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","launch__occupancy_limit_shared_mem","block","1"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","launch__occupancy_limit_warps","block","5"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","20.04"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","14.31"
"1","2260137","python3.11","127.0.0.1","nvjet_tst_56x64_64x14_4x1_v_bz_TNN","1","7","(384, 1, 1)","(4, 23, 1)","0","9.0","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","14.13"
"2","2260137","python3.11","127.0.0.1","void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheEnhancedHeadParallelismKernel<1, 0, 128, 8, 16, __nv_bfloat16, long>(T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, float *, T7 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, T7 *)","1","7","(16, 8, 1)","(8, 36, 1)","0","9.0","Command line profiler metrics","dram__bytes_read.sum","Kbyte","665.60"
"2","2260137","python3.11","127.0.0.1","void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheEnhancedHeadParallelismKernel<1, 0, 128, 8, 16, __nv_bfloat16, long>(T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, float *, T7 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, T7 *)","1","7","(16, 8, 1)","(8, 36, 1)","0","9.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"2","2260137","python3.11","127.0.0.1","void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheEnhancedHeadParallelismKernel<1, 0, 128, 8, 16, __nv_bfloat16, long>(T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, float *, T7 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, T7 *)","1","7","(16, 8, 1)","(8, 36, 1)","0","9.0","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","2.82"
"2","2260137","python3.11","127.0.0.1","void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheEnhancedHeadParallelismKernel<1, 0, 128, 8, 16, __nv_bfloat16, long>(T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, float *, T7 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, T7 *)","1","7","(16, 8, 1)","(8, 36, 1)","0","9.0","Command line profiler metrics","gpu__time_duration.sum","us","4.93"
"2","2260137","python3.11","127.0.0.1","void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheEnhancedHeadParallelismKernel<1, 0, 128, 8, 16, __nv_bfloat16, long>(T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, T6 *, float *, T7 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, T7 *)","1","7","(16, 8, 1)","(8, 36, 1)","0","9.0","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","72.60"
